Year,Player,Pos,Tm,G,PER, Salary ,MP,3P,2P,FT,TRB,AST,STL,BLK,TOV,PF,PTS,Archetype
1980,Cheese Johnson,SF,GSW,9,9.4,,5.9,0,1.3,0.3,1.6,0.2,0.1,0,0.4,1.2,3,Ignorance
1980,Terry Duerod,SG,DET,67,11.7,,19.9,0.2,4,0.7,1.5,1.7,0.6,0.2,1.2,1.5,9.3,Sharpshooter
1980,Tom McMillen,C,ATL,53,14.2,,20.2,0,3.6,1.5,4.2,1.2,0.7,0.3,1.2,2.4,8.7,Playmaker
1980,Dave Corzine,C,WSB,78,10.3,,10.6,0,1.2,0.6,3.5,0.8,0.1,0.4,0.8,1.5,2.9,Post Scorer
1980,Billy Knight,SF,IND,75,18,,25.5,0.1,5.1,2.8,4.8,2.1,1.1,0.1,1.8,1.3,13.1,Playmaker
1980,Brian Winters,SG,MIL,80,14.8,,32.8,0.5,6.2,2.3,2.8,4.5,1.3,0.4,2.3,2.6,16.2,All Star Playmaker
1980,Abdul Jeelani,SF,POR,77,18.7,,16.7,0,3.7,2.1,3.5,1.2,0.5,0.5,1.5,2,9.6,Post Scorer
1980,Toby Knight,SF,NYK,81,16.4,,36.4,0,8.3,2.6,6.1,1.9,1.4,1.1,2,3.7,19.1,All Star Post Scorer
1980,Alvan Adams,C,PHO,75,19.2,,28.9,0,6.2,2.5,8.1,4.3,1.4,0.7,2.9,3.2,14.9,All Star Post Scorer
1980,Phil Jackson*,PF,NJN,16,10.7,,12.1,0,1.8,0.4,1.5,0.8,0.3,0.3,0.6,2.2,4.1,Post Scorer
1980,Doug Collins,SG,PHI,36,13.6,,26.8,0,5.3,3.1,2.6,2.8,0.8,0.2,2.3,2.1,13.8,Playmaker
1980,Sidney Moncrief,SG,MIL,77,15.9,,20.2,0,2.7,3,4.4,1.7,0.9,0.2,1.5,1.4,8.5,Playmaker
1980,Gary Garland,PG,DEN,78,10.2,,14.2,0.1,1.9,0.2,1.8,1.9,0.7,0.1,0.9,1,4.3,Ignorance
1980,Junior Bridgeman,SF,MIL,81,17.1,,28.6,0.1,7.3,2.8,3.7,2.9,1.2,0.2,2.1,2.7,17.6,All Star Post Scorer
1980,Charlie Scott,SG,DEN,69,7.4,,27,0,4,1.2,2.4,3.6,0.7,0.3,2.4,2.9,9.3,Playmaker
1980,M.L. Carr,SF,BOS,82,14.6,,24.3,0.1,4.3,2.2,4,1.9,1.5,0.4,1.7,2.6,11.1,Playmaker
1980,Mitch Kupchak,PF,WSB,40,9.7,,11.3,0,1.7,1.3,2.6,0.4,0.2,0.2,1,1.2,4.7,Ignorance
1980,Ron Lee,PG,TOT,61,10.3,,19.1,0.4,1.5,0.7,2,4,1.6,0.3,1.7,2.8,4.8,Playmaker
1980,World B.,SG,SDC,68,22.7,,38,0.1,10.7,8.4,3.5,4.2,1.2,0.5,3.4,2.9,30.2,Superstar
1980,Bill Walton,C,SDC,14,22.2,,24.1,0,5.8,2.3,9,2.4,0.6,2.7,2.6,2.6,13.9,All Star Big Man
1980,Wally Walker,SF,SEA,70,12.3,,12.1,0,2,0.7,2.4,0.8,0.3,0.1,0.7,1.5,4.7,Post Scorer
1980,Dave Meyers,PF,MIL,79,13.3,,27.9,0,5,2,5.7,2.8,0.9,0.5,2.3,2.8,12.1,All Star Post Scorer
1980,Pat Cummings,C,MIL,71,15.3,,12.7,0,2.6,1.3,3.4,0.7,0.3,0.2,1,2,6.6,Post Scorer
1980,Jackie Robinson,SF,DET,7,17.1,,7.3,0,1.3,1.3,0.7,0,0.4,0.4,0.3,1.1,3.9,Ignorance
1980,Joe Meriweather,PF,NYK,65,12.2,,24.1,0,3.9,1.2,5.4,1,0.6,1.8,1.7,3.7,9,Rim Protector
1980,Bernard Toone,PF,PHI,23,8.9,,5.4,0,1,0.3,1.5,0.5,0.2,0.2,0.7,0.9,2.4,Ignorance
1980,Kevin Kunnert,C,POR,18,13.5,,16.8,0,2.8,1.4,6.2,1.6,0.4,1.2,2.3,3.3,7,Rim Protector
1980,Alex English,SF,TOT,78,18,,30.8,0,7.1,2.7,7.8,2.9,0.9,0.8,2.7,2.6,16.9,All Star Post Scorer
1980,Ben Poquette,C,UTA,82,14,,28.6,0,3.6,1.7,6.8,1.6,0.5,2,1.3,3.5,8.9,Rim Protector
1980,Maurice Lucas,PF,TOT,63,14.8,,29.9,0,5.9,2.8,8.5,3.3,0.7,1,3.5,3.5,14.7,All Star Post Scorer
1980,Ron Carter,SG,IND,13,4.2,,9,0,1.2,0.2,1.5,0.7,0.2,0.2,0.8,1.5,2.5,Ignorance
1980,Sam Lacey,C,KCK,81,14.9,,29.8,0,3.7,1.7,8,5.7,1.4,1.3,2.6,3.8,9.2,All Star Post Scorer
1980,Leon Douglas,C,DET,70,11.4,,25.5,0,3.2,1.8,7.2,1.7,0.4,0.9,1.8,3.6,8.1,Rim Protector
1980,Kim Hughes,C,DEN,70,11.5,,17.3,0,1.5,0.2,4.7,1.1,0.9,1.1,0.7,2.6,3.1,Post Scorer
1980,James Bailey,PF,SEA,67,12.3,,10.8,0,1.8,1,2.9,0.4,0.3,0.8,1.2,1.7,4.7,Post Scorer
1980,Mark Olberding,SF,SAS,75,12.4,,28.1,0,3.9,2.8,5.6,4.4,0.9,0.3,2.4,3.7,10.6,All Star Post Scorer
1980,Mike Green,C,KCK,21,10.6,,21.9,0,3.3,1.1,5.4,1.3,0.6,1,1.7,2.6,7.7,Rim Protector
1980,Spencer Haywood,PF,LAL,76,13.9,,20.3,0,3.8,2.1,4.6,1.2,0.5,0.8,1.8,2.6,9.7,Rim Protector
1980,Brad Davis,PG,TOT,18,14.1,,14.9,0,1.9,0.7,0.9,2.8,0.7,0.1,0.8,1.6,4.6,Sharpshooter
1980,Darnell Hillman,PF,GSW,49,8.7,,14.4,0,1.7,0.7,3.7,1,0.4,0.5,1.2,2.6,4,Post Scorer
1980,Johnny Davis,PG,IND,82,13.6,,35.5,0,6,3.7,2.8,5.4,1.3,0.3,2.5,2.2,15.9,All Star Playmaker
1980,Mike Bantom,SF,IND,77,13.7,,30.3,0,5,1.8,5.9,3.6,1.1,0.6,2.5,3.5,11.8,All Star Post Scorer
1980,Austin Carr,SG,CLE,77,14.3,,20.7,0,5,1.6,2.1,1.9,0.5,0,1.4,1.6,11.8,Playmaker
1980,Mark Landsberger,C,TOT,77,15.7,,19.6,0,3.2,1.5,8,0.6,0.4,0.3,1.3,1.8,8,Rim Protector
1980,Calvin Murphy,SG,HOU,76,16.8,,35.2,0,8.2,3.6,2,3.9,1.9,0.1,2.1,3.5,20,All Star Playmaker
1980,Bill Willoughby,SF,CLE,78,12.7,,18.6,0,2.8,1.2,4.2,0.9,0.4,0.8,0.9,2.4,6.9,Post Scorer
1980,Geoff Huston,PG,NYK,71,7,,13,0,1.3,0.4,0.8,2.2,0.5,0.1,1,1.2,3.1,Ignorance
1980,Calvin Natt,SF,TOT,78,17,,36.6,0,7.9,3.9,8.9,2.2,1.3,0.4,2.5,2.6,19.9,All Star Post Scorer
1980,James Silas,PG,SAS,77,16.7,,29.8,0,6.7,4.4,2.2,4.5,0.8,0.2,2.5,2.7,17.7,All Star Post Scorer
1980,Steve Mix,SF,PHI,81,19.5,,19,0,4.4,2.6,3.6,1.8,0.8,0.1,1.6,1.4,11.6,Playmaker
1980,Rich Kelley,C,TOT,80,14.4,,23,0,2.9,3.1,6.4,2.2,1,1.2,2.5,3.4,8.8,Rim Protector
1980,Phil Chenier,SG,TOT,43,9.5,,19.8,0.1,3,1.1,1.8,2.1,0.8,0.3,1.3,1.3,7.6,Playmaker
1980,Ray Williams,PG,NYK,82,21.6,,31.5,0.1,8.3,4.1,5,6.2,2,0.3,3.1,3.6,20.9,All Star Playmaker
1980,John Lucas,PG,GSW,80,15.3,,34.5,0.2,4.7,2.8,2.8,7.5,1.7,0,2.3,2.5,12.6,All Star Playmaker
1980,Marlon Redmond,SG,KCK,24,12,,12.4,0,2.5,1,2.2,0.8,0.2,0.4,0.8,1.1,5.9,Post Scorer
1980,Foots Walker,PG,CLE,76,15.3,,31.9,0,3.4,2.6,3.8,8,2,0.2,2.1,2.7,9.4,All Star Playmaker
1980,John Brown,SF,TOT,32,5.1,,12,0,1.2,1.2,2.2,0.6,0.1,0.1,0.9,2.2,3.5,Post Scorer
1980,Mike Evans,SG,SAS,79,9.8,,15.8,0.2,2.5,0.7,1.4,2.9,0.8,0.1,1.6,2.5,6.2,Playmaker
1980,Armond Hill,PG,ATL,79,9.2,,26.5,0,2.2,1.6,1.7,5.4,1.4,0.1,2.2,3.3,6.1,Playmaker
1980,Sly Williams,SF,NYK,57,10.7,,9.8,0,1.8,1,2.1,0.6,0.3,0.1,0.9,1.3,4.7,Ignorance
1980,John Lambert,PF,CLE,74,10.4,,17.9,0,2.2,1,4.8,0.8,0.6,0.6,0.9,2.7,5.4,Post Scorer
1980,Kermit Washington,PF,POR,80,18.2,,33.2,0,5.3,2.9,10.5,2.1,0.9,1.6,2.1,3.8,13.4,All Star Big Man
1980,Brad Holland,SG,LAL,38,14.3,,5.2,0.1,1.1,0.4,0.4,0.6,0.4,0,0.3,0.6,2.8,Ignorance
1980,Phil Ford,PG,KCK,82,16.5,,32,0,5.9,4.2,2.1,7.4,1.7,0,3.4,2.5,16.2,All Star Playmaker
1980,George Gervin,SG,SAS,78,24,,37.6,0.4,12.7,6.5,5.2,2.6,1.4,1,3.3,2.7,33.1,Superstar
1980,Marvin Barnes,PF,SDC,20,8.2,,14.4,0,1.2,0.8,3.9,0.9,0.3,0.6,0.9,2.6,3.2,Post Scorer
1980,Harvey Catchings,C,MIL,72,10.9,,19,0,1.3,0.5,5.7,1.1,0.3,2.3,0.9,2.7,3.2,Rim Protector
1980,Vinnie Johnson,SG,SEA,38,10.9,,8.6,0,1.2,0.8,1.4,1.4,0.5,0.1,1.1,1.1,3.2,Ignorance
1980,Rick Wilson,SG,ATL,5,2,,11.8,0,0.4,0.8,0.6,2.2,0.8,0.2,1.6,0.6,1.6,Ignorance
1980,Freeman Williams,SG,SDC,82,19.4,,25.8,0.5,7.4,2.4,2.3,2,0.9,0.1,2.1,1.8,18.6,Playmaker
1980,Tiny Archibald,PG,BOS,80,15.3,,35.8,0.1,4.7,4.5,2.5,8.4,1.3,0.1,3,2.7,14.1,All Star Playmaker
1980,Jeff Judkins,SF,BOS,65,14.1,,10.4,0.2,2,1,1,0.7,0.4,0.1,0.8,1.4,5.4,Ignorance
1980,Billy Ray,SG,POR,16,24.1,,14.7,0.5,4,1.8,1.8,1.9,0.9,0.1,1.3,1.6,11.3,Playmaker
1980,Phil Smith,SG,GSW,51,14.6,,30.4,0.1,6.2,2.6,2.9,3.7,1.2,0.3,2.4,3,15.5,All Star Post Scorer
1980,Purvis Short,SF,GSW,62,19.1,,26.4,0,7.4,2.2,5.1,2,1,0.1,2,3,17,All Star Post Scorer
1980,Kent Benson,C,TOT,73,13.1,,25.9,0,4.1,1.4,6.2,2.4,1,1.3,2.2,3.4,9.6,Rim Protector
1980,Robert Parish,C,GSW,72,20,,29.4,0,7.1,2.8,10.9,1.7,0.8,1.6,3.1,3.4,17,All Star Big Man
1980,Bob Dandridge,SF,WSB,45,14.8,,32.4,0,7.3,2.7,5.5,4,0.6,0.8,2.7,2.5,17.4,All Star Post Scorer
1980,Bob Elliott,PF,NJN,54,11.6,,13.4,0,1.9,1.9,3.4,1,0.5,0.3,1.6,1.8,5.7,Post Scorer
1980,Reggie Theus,SG,CHI,82,17,,36.9,0.3,6.6,6.1,4,6.3,1.4,0.2,4.2,3.2,20.2,Superstar
1980,Marty Byrnes,SF,LAL,32,6.3,,6.1,0,0.8,0.4,0.8,0.4,0.2,0,0.7,1,2,Ignorance
1980,Major Jones,PF,HOU,82,10.3,,18.8,0,2.3,0.7,4.6,0.8,0.6,0.8,1.4,2.3,5.3,Post Scorer
1980,Glen Gondrezick,SF,DEN,59,16.7,,17.3,0,2.5,1.6,4.4,1.4,1.2,0.3,1,2,6.6,Playmaker
1980,Earl Monroe,SG,NYK,51,15.3,,12.4,0,3.2,1.1,0.7,1.3,0.4,0.1,0.5,0.9,7.4,Ignorance
1980,Greg Kelser,SF,DET,50,16.1,,24.7,0.1,5.5,2.9,5.5,2.2,1.2,0.7,2.8,3.5,14.2,All Star Post Scorer
1980,Gus Bailey,SG,WSB,20,9.3,,9,0.1,0.8,0.3,1.4,1.3,0.4,0.2,0.6,0.9,1.9,Ignorance
1980,Eric Money,SG,TOT,61,11.4,,25.4,0,4.5,1.4,1.7,4.2,0.9,0.2,2.5,2.4,10.3,Playmaker
1980,Ricky Sobers,PG,CHI,82,12.5,,32.6,0.3,5.5,2.4,3,5.2,1.7,0.2,3.4,3.6,14.2,All Star Playmaker
1980,Carl Kilpatrick,C,UTA,2,22.7,,3,0,0.5,0.5,2,0,0,0,0,0.5,1.5,Ignorance
1980,Gerald Henderson,PG,BOS,76,12.7,,14,0,2.5,1.2,1.1,1.9,0.6,0.2,1.4,1.3,6.2,Post Scorer
1980,Eddie Jordan,PG,NJN,82,14.4,,32.4,0.1,5.2,2.5,3.3,6.8,2.7,0.3,3.1,2.9,13.3,All Star Playmaker
1980,Jerome Whitehead,C,TOT,50,8.4,,11.1,0,1.2,0.2,3.3,0.5,0.2,0.3,0.7,1.9,2.5,Post Scorer
1980,Bob Gross,SF,POR,62,12,,25.5,0,3.5,1.5,4,3.7,1,0.8,2.7,2.9,8.7,Playmaker
1980,Mike Dunleavy,PG,HOU,51,12.9,,20.3,0.1,2.8,2.2,2,4.1,0.8,0.1,2.2,2.4,8,Playmaker
1981,Stan Pietkiewicz,SG,TOT,42,12.3,,11,0.5,0.9,0.3,1,1.8,0.4,0,0.5,0.7,3.4,Ignorance
1981,John Stroud,SF,HOU,9,6.4,,9.8,0,1.2,0.3,1.4,1,0.1,0,0.4,0.8,2.8,Ignorance
1981,Sonny Parker,SG,GSW,73,13.3,,18,0,2.6,1.3,2.7,1.5,0.9,0.2,1.2,1.5,6.5,Post Scorer
1981,Cedric Maxwell,SF,BOS,81,17.6,,33.7,0,5.4,4.3,6.5,2.7,1,0.8,2.2,3.2,15.2,All Star Post Scorer
1981,Norm Nixon,PG,LAL,79,15.5,,37.5,0,7.3,2.5,2.9,8.8,1.8,0.1,3.6,2.9,17.1,All Star Playmaker
1981,Bill Willoughby,SF,HOU,55,10.8,,20.8,0,2.7,0.9,4.1,1.2,0.3,0.6,1.3,1.9,6.3,Post Scorer
1981,Robert Smith,PG,CLE,1,7.2,,20,0,2,4,3,3,0,0,3,6,8,Rim Protector
1981,Rudy Tomjanovich,PF,HOU,52,13.5,,24.3,0.2,4.8,1.3,4,1.6,0.4,0.1,1.1,2.3,11.6,Playmaker
1981,Wes Unseld,C,WSB,63,13.5,,32.3,0,3.5,0.9,10.7,2.7,0.8,0.6,1.5,2.7,8,Rim Protector
1981,Johnny Moore,PG,SAS,82,15.8,,19.2,0,3,1.3,2.4,4.5,1.5,0.3,1.9,2.2,7.4,Playmaker
1981,John Shumate,PF,TOT,24,9.3,,22,0,2.3,2.3,3.7,1,0.9,0.4,1.8,2,7,Playmaker
1981,Lloyd Walton,PG,KCK,61,9.9,,13.5,0,1.5,0.4,0.8,3.4,0.5,0,1.3,0.7,3.4,Ignorance
1981,Lorenzo Romar,PG,GSW,53,10.2,,13.7,0,1.6,0.8,1.1,2.6,0.5,0.1,1,1.2,4.1,Ignorance
1981,Kyle Macy,PG,PHO,82,14.5,,17.9,0.1,3.2,1.3,1.6,2,0.9,0.1,1.2,1.5,8.1,Playmaker
1981,Otis Birdsong,SG,KCK,71,20.3,,36.5,0.1,9.9,4.5,3.6,3.3,1.3,0.3,2.4,2.4,24.6,Superstar
1981,Foots Walker,PG,NJN,41,10.1,,28.6,0,1.7,2.1,2.5,6.2,1.3,0,2.1,2.6,5.7,Playmaker
1981,Jawann Oldham,C,DEN,4,3.3,,5.3,0,0.5,0,1.3,0,0,0.5,0.5,0.8,1,Ignorance
1981,Major Jones,PF,HOU,68,10.3,,14.8,0,1.7,0.9,3.4,0.6,0.3,0.3,0.8,1.6,4.4,Post Scorer
1981,Ron Davis,SF,SDC,64,11.8,,12.8,0,2.1,1.5,1.9,0.7,0.6,0.2,1,1.5,5.8,Post Scorer
1981,Tom Burleson,C,ATL,31,8.5,,11.7,0,1.3,0.6,3,0.4,0.3,0.6,0.8,2.4,3.3,Post Scorer
1981,Mike Bantom,SF,IND,76,14.5,,31.3,0,5.7,2.6,5.6,3.2,1.1,1.1,2.6,3.7,14,All Star Post Scorer
1981,Bill Laimbeer,C,CLE,81,14.2,,30.4,0,4.2,1.4,8.6,2.7,0.7,1,1.6,4.1,9.8,Rim Protector
1981,Billy Ray,SG,POR,77,19.3,,20.3,0.2,5.5,2.2,2,2.5,1.1,0.1,1.9,1.6,13.8,Playmaker
1981,Darwin Cook,SG,NJN,81,15,,24.4,0.1,4.7,1.6,2.9,3.7,1.7,0.4,2.2,2.4,11.2,Playmaker
1981,Paul Griffin,PF,SAS,82,13.8,,23.5,0,2,2.1,6.2,3,0.9,0.5,1.6,2.5,6.1,Playmaker
1981,Mike Glenn,PG,NYK,82,15,,18.4,0,3.4,1.2,1.1,1.3,0.9,0.1,0.8,1.5,8.2,Sharpshooter
1981,Tom Abernethy,SF,TOT,39,8,,7.6,0,0.6,0.3,1.2,0.5,0.2,0.1,0.2,0.9,1.6,Ignorance
1981,Kevin McHale,PF,BOS,82,16.4,,20.1,0,4.3,1.3,4.4,0.7,0.3,1.8,1.3,3.2,10,Rim Protector
1981,Bob McAdoo,PF,TOT,16,14.4,,20.1,0,4.3,1.8,4.2,1.9,1.1,0.8,2,2.4,10.3,Playmaker
1981,Bill Cartwright,C,NYK,82,18.4,,35.7,0,7.5,5,7.5,1.4,0.6,1,2.4,3.2,20.1,All Star Post Scorer
1981,Cliff Robinson,PF,NJN,63,17.9,,28.9,0,8.3,2.8,7.6,1.7,0.9,0.8,2.9,3.4,19.5,All Star Post Scorer
1981,Roy Hamilton,PG,POR,1,10.4,,5,0,1,1,3,0,0,0,1,1,3,Ignorance
1981,Michael Cooper,SG,LAL,81,12.2,,32.4,0,3.9,1.4,4.1,4.1,1.6,1,2,3.1,9.4,Playmaker
1981,Tom LaGarde,C,DAL,82,13.5,,32.6,0,5.1,3.5,8.1,2.9,0.4,0.5,2.5,3.6,13.7,All Star Post Scorer
1981,Doug Collins,SG,PHI,12,13.1,,27.4,0,5.2,2,2.4,3.5,0.6,0.3,1.8,1.9,12.3,Playmaker
1981,Wayne Cooper,C,UTA,71,12.2,,20,0,3,0.9,6.2,0.7,0.3,0.7,1.1,3.1,6.9,Rim Protector
1981,Coby Dietrick,C,CHI,82,11.8,,15.2,0,1.8,0.9,3.2,1.4,0.6,0.6,1.1,2.1,4.5,Post Scorer
1981,Phil Smith,SG,SDC,76,16.2,,31.3,0.1,6.8,3.1,2.1,4.9,1.1,0.2,2.3,3,16.8,All Star Playmaker
1981,Clarence Kea,PF,DAL,16,17.3,,12.4,0,2.3,2.7,4.2,0.3,0.4,0.1,1,2.8,7.3,Post Scorer
1981,Louis Orr,SF,IND,82,16.1,,21.8,0,4.2,2,4.4,1.6,0.7,0.3,1.5,1.9,10.5,Playmaker
1981,Scott May,SF,CHI,63,17.2,,12.9,0,2.6,1.8,2.5,1,0.6,0.1,1.1,1.3,7,Post Scorer
1981,Chris Ford,SG,BOS,82,8.8,,33.2,0.4,3.4,0.8,2,3.6,1.2,0.3,1.5,2.6,8.9,Playmaker
1981,Joe Barry,C,GSW,82,16.4,,35.6,0,7.5,3.8,9.3,1.4,0.6,1.5,3,3.8,18.9,All Star Big Man
1981,Joe Bryant,PF,SDC,82,12.8,,28.8,0,4.6,2.4,5.4,2.3,0.9,0.4,2.1,3.2,11.6,All Star Post Scorer
1981,Earl Cureton,C,PHI,52,13.8,,10.2,0,1.8,0.6,3,0.5,0.4,0.4,0.6,1.3,4.2,Post Scorer
1981,Quinn Buckner,PG,MIL,82,15.1,,29.1,0,5.7,1.8,3.6,4.7,2.4,0,2.9,3.3,13.3,All Star Playmaker
1981,George Gervin,SG,SAS,82,22.9,,33.7,0.1,10.3,6.2,5.1,3.2,1.1,0.7,3.1,2.6,27.1,Superstar
1981,John Lucas,PG,GSW,66,11.6,,29.1,0.1,3.3,1.6,2.3,7,1.3,0,2.8,2.1,8.4,All Star Playmaker
1981,Kermit Washington,PF,POR,73,17.4,,29,0,4.5,2.5,9.4,2,1.2,1.2,2,3.5,11.4,All Star Post Scorer
1981,Robert Reid,SF,HOU,82,16.4,,36.1,0,6.5,2.8,7.1,4.2,2,0.8,2.4,4,15.9,All Star Post Scorer
1981,Kent Benson,C,DET,59,15.1,,33.2,0,6.2,3.3,6.8,2.9,1.2,1.1,3.2,3.1,15.7,All Star Post Scorer
1981,Keith McCord,SG,WSB,2,7.9,,4.5,0,1,0,1,0.5,0,0,1,0,2,Ignorance
1981,Mark Olberding,SF,SAS,82,14.8,,29.4,0,4.2,3.8,5.7,3.4,0.9,0.4,2.5,3.7,12.3,All Star Post Scorer
1981,James Donaldson,C,SEA,68,15.9,,14.4,0,1.9,1.5,4.5,0.6,0.1,1.1,1,1.2,5.3,Post Scorer
1981,Junior Bridgeman,SF,MIL,77,17.1,,28.8,0,6.9,2.8,3.8,3,1.1,0.4,1.9,2.4,16.8,All Star Post Scorer
1981,Austin Carr,SG,TOT,47,6.2,,14,0,1.9,0.7,1.3,1.2,0.3,0,0.9,1.1,4.4,Ignorance
1981,Kareem Abdul-Jabbar,C,LAL,80,25.5,,37.2,0,10.5,5.3,10.3,3.4,0.7,2.9,3.1,3.1,26.2,All Star Big Man
1981,Darrell Griffith,SG,UTA,81,14.7,,35.4,0.1,8.7,2.8,3.6,2.4,1.3,0.5,2.9,2.7,20.6,All Star Post Scorer
1981,Rickey Brown,C,GSW,45,10.9,,12.9,0,1.8,0.4,3.7,0.5,0.2,0.3,0.7,2.3,4,Post Scorer
1981,T.R. Dunn,SG,DEN,82,10.2,,17.4,0,1.8,1,3.7,1,0.8,0.4,0.7,1.7,4.5,Post Scorer
1981,Bob Dandridge,SF,WSB,23,11.6,,23.7,0,4.4,1.2,3.6,2.6,0.7,0.4,1.4,2.3,10,Playmaker
1981,Dwight Jones,PF,CHI,81,13.1,,19.4,0,3,1.5,5,1.2,0.5,0.4,1.6,2.5,7.6,Rim Protector
1981,Cedrick Hordges,PF,DEN,68,10.7,,23.5,0,3.3,1.9,6.7,1.5,0.5,0.3,1.8,3.3,8.4,Rim Protector
1981,Kenny Natt,SG,IND,19,5.2,,7.8,0.1,1.2,0.4,0.8,0.5,0.3,0.1,0.5,0.9,3.1,Ignorance
1981,James Ray,PF,DEN,18,4.2,,8.2,0,0.8,0.4,2.1,0.6,0.2,0.2,0.7,1.7,2.1,Ignorance
1981,Mike Woodson,SG,NYK,81,10.9,,11.7,0,2,0.6,1.2,0.9,0.4,0.1,0.7,1.2,4.7,Ignorance
1981,Ernie Grunfeld,SF,KCK,79,13.7,,20.1,0,3.3,0.9,2.6,2.6,0.8,0.2,1.1,2,7.5,Playmaker
1981,Reggie Johnson,PF,SAS,79,12.9,,21.7,0,4.3,1.6,4.5,1,0.6,0.6,1.6,3.6,10.2,Rim Protector
1981,Bob Elliott,C,NJN,73,12.3,,18.1,0,2.9,1.7,3.6,1.8,0.5,0.2,1.6,2.4,7.5,Playmaker
1981,Mike Newlin,SG,NJN,79,15.6,,36.8,0.1,7.9,5.2,2.8,3.8,1.1,0.1,3.1,3,21.4,Superstar
1981,Armond Hill,PG,TOT,75,8,,23.2,0,1.6,1.9,2.1,3.9,0.9,0.1,1.7,2.8,5,Playmaker
1981,Ray Williams,PG,NYK,79,19,,34.7,0.2,7.6,3.9,4.1,5.5,2.3,0.5,3,3.4,19.7,All Star Playmaker
1981,Ricky Sobers,PG,CHI,71,15.6,,25.4,0.2,4.8,3.3,2,4,1.4,0.2,2.9,3.2,13.5,All Star Playmaker
1981,Kevin Porter,PG,WSB,81,16.2,,31.8,0,5.5,2.4,1.5,9.1,1.4,0.1,3.1,3.2,13.4,All Star Playmaker
1981,Mike O'Koren,SF,NJN,79,12.6,,31.3,0.1,4.6,1.7,6.1,3.2,1.1,0.3,1.8,3.1,11,All Star Post Scorer
1981,Artis Gilmore,C,CHI,82,21.7,,34.5,0,6.7,4.6,10.1,2.1,0.6,2.4,2.9,3.6,17.9,All Star Big Man
1981,Don Buse,SG,IND,58,11.7,,18.9,0.3,1.6,0.9,1.4,2.4,1.3,0.1,0.7,1.1,5.1,Sharpshooter
1981,Kim Hughes,C,TOT,53,6.3,,9.2,0,0.5,0,2.4,0.7,0.5,0.7,0.8,2,1,Post Scorer
1981,Ron Boone,SG,UTA,52,9,,22,0.2,2.9,1.4,1.6,3.1,0.6,0.2,2.1,2.4,7.8,Playmaker
1981,John Johnson,SF,SEA,80,11.3,,29.1,0,4.7,2.2,4.5,3.9,0.7,0.3,2.9,2.5,11.5,Playmaker
1981,Carl Nicks,PG,TOT,67,10.2,,16.6,0,2.6,1.1,1.6,2.2,0.9,0,1.7,2.1,6.2,Playmaker
1981,Kelvin Ransey,PG,POR,80,14.9,,30.4,0,6.5,2.1,2.4,6.9,1.1,0.1,2.9,2.5,15.2,All Star Playmaker
1981,John Roche,PG,DEN,26,13.1,,23.5,0.3,2.8,2.2,1.4,5.4,0.7,0.3,2,1.7,8.9,Playmaker
1981,Larry Drew,PG,DET,76,9.3,,20.8,0.1,2.5,1.4,1.6,3.3,1.2,0.1,2.2,1.6,6.6,Playmaker
1981,Ben Poquette,PF,UTA,82,13,,34.2,0,3.9,1.5,7.7,2,0.8,2.1,1.5,4.2,9.5,Rim Protector
1981,Jim Chones,PF,LAL,82,11.8,,31.2,0,4.6,1.5,8,1.9,0.5,1.2,1.9,4,10.8,Rim Protector
1981,Calvin Murphy,PG,HOU,76,18.1,,26.5,0.1,6.9,2.7,1.1,2.9,1.5,0.1,1.7,2.8,16.7,Playmaker
1981,Bill Robinzine,PF,TOT,78,14.8,,25.8,0,5,2.8,6.8,1.5,1,0.1,2.4,3.5,12.9,All Star Post Scorer
1981,Julius Erving,SF,PHI,82,25.1,,35,0,9.6,5.1,8,4.4,2.1,1.8,3.2,2.8,24.6,All Star Big Man
1981,Mike Mitchell,SF,CLE,82,17.5,,39,0,10.4,3.7,6.1,1.7,0.8,0.6,2.1,2.4,24.5,All Star Post Scorer
1981,Edmund Lawrence,C,DET,3,19.4,,6.3,0,1.7,0.7,1.3,0.3,0.3,0,0.3,2,4,Ignorance
1981,Paul Westphal,SG,SEA,36,16.5,,29.9,0.2,6,4.3,1.9,4.1,1.3,0.4,2.2,1.9,16.7,All Star Playmaker
1981,Walter Davis,SG,PHO,78,18.4,,28,0.1,7.5,2.7,2.6,3.9,1.2,0.2,2.8,2.5,18,All Star Post Scorer
1981,Walter Jordan,SF,CLE,30,8.5,,6.9,0,1,0.3,1.4,0.4,0.4,0.2,0.6,1.2,2.3,Ignorance
1981,Tony Jackson,PG,LAL,2,12.9,,7,0,0.5,0,1,1,1,0,0,0.5,1,Ignorance
1981,Wally Rank,SF,SDC,25,4,,6.1,0,0.8,0.5,1.2,0.7,0.3,0,1,1.3,2.2,Ignorance
1981,Mike Bratz,PG,CLE,80,11.5,,32.4,0.7,3.3,1.3,2.5,5.7,1.7,0.2,2,2.4,10,All Star Playmaker
1981,Craig Shelton,SF,ATL,55,8.8,,10.7,0,1.8,0.6,2.5,0.5,0.3,0.1,1.1,2.3,4.3,Post Scorer
1981,Johnny Davis,PG,IND,76,15.2,,33.4,0.1,5.6,3.1,2.2,6.3,1.3,0.2,2.2,2.4,14.4,All Star Playmaker
